,labels
16952,m
6894,m
4094,t
6102,b
17623,m
1804,b
17036,b
8832,e
24602,t
17828,t
5548,t
10476,m
6585,m
14462,m
22239,t
5344,t
7451,m
13177,b
5150,t
17328,b
6056,m
3107,t
12107,b
7344,b
12497,b
13532,b
18806,b
229,t
5931,e
24266,b
19272,t
20431,e
15697,t
7434,e
5413,b
12196,e
10216,e
3399,t
2170,m
1744,e
20441,t
10580,t
2420,e
19024,b
8626,b
4644,t
13593,t
7787,b
3654,t
10951,t
1075,b
15236,e
7696,t
17794,e
19197,e
14975,b
7824,b
20475,e
22615,t
6582,m
494,m
6789,t
8880,b
9833,t
2088,b
20881,e
14492,t
1171,e
6236,b
12872,t
5676,t
8486,b
20825,e
18500,t
24363,m
6196,e
1366,m
18639,b
12812,m
7708,e
15770,m
6507,b
12795,m
3667,t
11168,t
8193,m
8450,m
20314,t
755,t
24158,b
2235,m
8879,m
19204,b
23590,b
11523,b
200,m
24626,e
1531,b
16292,m
14682,m
21268,e
3288,m
13859,m
8361,e
16285,b
678,b
10542,e
18366,b
17355,e
7534,b
12854,m
16770,t
1727,b
2664,b
11934,m
23060,t
8079,m
1371,e
17555,m
18502,e
19998,b
22872,t
12056,b
1158,e
10353,e
15853,e
18920,t
3736,e
16939,m
150,m
8311,e
7312,t
21621,t
7781,b
18132,t
9158,b
10747,e
1283,t
4303,b
17467,e
10360,b
20582,t
12548,t
11863,t
20559,m
10301,m
12245,b
20850,t
10794,t
7426,t
17849,b
1808,m
17533,t
23926,m
1893,t
22116,t
4538,t
9081,t
7987,t
18180,b
21571,m
24423,e
15426,m
3172,m
3942,e
8748,b
9159,m
8902,m
22763,b
21041,e
19843,t
19763,b
12488,e
13248,m
7019,e
20798,t
10825,b
7695,t
9668,e
4789,m
11806,e
13577,t
19535,b
2979,m
7635,b
2246,t
20961,b
6010,e
15803,m
19432,b
508,e
8514,e
22364,m
16726,t
1203,t
8131,b
16383,e
9300,e
18625,b
16072,m
22520,b
14170,e
6169,m
1769,m
12752,t
3482,t
17643,m
2991,t
3436,t
4110,b
16116,b
17948,b
18882,m
12099,m
24703,e
17918,t
12615,e
11154,m
15601,t
15555,t
7217,t
12800,e
24616,e
24736,b
2108,b
24739,b
13164,b
6878,e
23339,t
13845,b
24520,b
3923,e
6281,t
7511,m
6387,m
7875,t
6840,b
9167,e
22899,e
873,e
19093,e
17747,e
10287,t
3185,t
7530,m
17470,e
9296,m
4864,m
3189,m
23294,m
89,m
14333,b
4125,e
5033,t
22559,b
17049,t
18735,m
5459,t
12025,t
9091,t
7877,m
16690,e
2614,e
24452,b
22417,t
17379,m
2000,t
13533,t
14695,t
12646,t
81,e
19361,m
4072,t
19685,t
18414,t
1784,t
20785,t
17426,e
4967,b
6862,m
17398,b
7816,m
20884,m
6204,t
21048,t
6645,m
20524,e
519,e
4719,t
9939,e
14356,b
8099,b
21197,m
24949,m
9559,t
19546,b
4485,b
17943,e
7585,e
20163,m
16660,b
17835,b
6936,e
11127,m
10736,e
6063,m
8754,b
11652,e
12292,e
3026,b
4234,e
1477,t
10674,e
19609,m
18451,m
24279,t
22808,e
3658,t
10927,t
16895,e
6343,m
20359,m
9694,m
12154,b
7866,b
1791,b
12092,e
3992,t
20844,t
8497,b
22926,t
22833,e
16543,t
14217,t
390,m
3678,m
8443,b
15617,b
14011,m
13125,b
10352,e
9972,b
15590,b
1666,t
12873,b
22534,e
17389,m
15857,e
21211,m
24137,m
9764,t
24767,t
7778,b
19658,m
18962,e
21245,b
8066,m
17112,t
5861,e
14144,e
1834,b
7965,t
9249,b
3147,m
20324,b
24791,e
24173,b
11341,t
7202,b
3138,b
9084,t
6184,t
12701,m
3621,b
17336,m
12053,m
55,m
18167,e
24164,b
13555,t
21541,b
10691,b
13786,e
16618,m
6729,m
18904,t
19236,b
16927,m
2128,m
826,e
6599,t
14591,m
13815,m
22496,t
3023,e
9535,b
24814,t
8564,b
10285,e
8071,b
22846,e
23506,m
10064,m
1863,e
23220,m
8808,e
8135,m
20698,b
16707,t
5518,m
9740,b
4457,m
4933,t
11458,t
6194,m
4670,b
14027,b
12424,m
658,m
8416,t
7268,e
19857,b
1596,t
15047,m
8138,b
21186,m
23710,b
14543,b
4327,e
1741,e
11439,b
8291,b
2098,m
18581,m
21367,t
18358,e
18912,m
22180,m
8112,e
22181,e
8469,b
18419,m
21088,e
361,b
15511,e
24775,e
22347,e
21586,t
9855,t
11534,m
20482,t
24251,b
15077,m
8263,b
7406,m
10123,m
2134,t
2214,b
2686,e
22441,b
15081,b
13241,t
9459,b
17714,m
17330,m
23986,m
15700,t
350,t
13720,m
11207,b
8512,b
16201,t
9017,t
8434,t
23944,m
3986,e
23514,m
6448,b
15073,t
7733,e
12810,b
15280,m
7652,m
6988,b
13700,e
20308,m
14924,b
3008,t
14490,m
9998,b
8775,m
18081,m
592,t
13631,b
7597,m
14364,t
12674,t
581,b
21610,m
398,m
6590,e
8554,m
11607,b
9962,t
12417,b
11762,t
3032,e
21400,e
5248,e
2389,b
1280,m
4657,m
23965,e
2539,m
22396,e
22422,m
4296,b
22973,b
3740,b
18827,m
23752,t
13169,e
12740,t
5523,t
2158,t
5698,t
15702,m
4971,t
10384,t
18435,e
18610,b
2461,b
19128,e
2400,b
3320,e
647,e
19591,t
24439,e
17360,e
15327,m
12506,b
9395,t
2642,m
2175,b
24639,e
8652,t
18126,b
20422,m
3617,m
3766,t
10761,m
24986,e
21773,b
12005,t
7736,e
10448,t
10140,t
16680,t
9885,m
13961,e
10325,e
14921,e
20771,e
14095,e
10135,m
22746,m
11750,b
5745,m
5641,m
24050,m
17566,b
21539,t
15648,t
21953,m
22423,b
1036,e
23275,m
9941,b
19438,b
4420,e
1857,t
3515,m
603,e
15834,m
12763,e
20202,m
5251,e
18818,e
8007,t
9333,e
12135,b
17961,b
5497,t
1290,b
13390,t
923,t
11983,m
13513,t
17229,t
12145,b
1669,e
24265,t
18590,t
8454,b
22880,b
8124,m
7588,e
20387,m
10895,t
860,m
10517,e
2474,e
11253,e
1819,e
12803,e
2202,e
9677,m
17513,t
21603,t
6934,m
24891,e
8940,t
6682,t
17043,m
4023,m
19985,b
13588,t
287,e
1973,e
18617,e
16625,t
645,t
3270,b
2054,t
20071,b
1185,t
9306,m
23101,m
17719,t
13729,m
1775,t
19795,m
15914,m
17601,m
24063,e
13015,b
8996,e
7568,e
13728,e
19938,t
20537,b
10705,m
16334,e
13494,b
19164,t
3838,e
21852,b
18902,e
11780,e
22779,t
8854,b
9415,m
16278,b
7750,e
11929,e
17913,t
20788,m
4958,b
2299,t
5948,e
5748,t
19117,t
8887,e
10529,t
12323,t
8980,e
2464,m
20622,m
24899,t
9633,b
333,b
23746,m
23889,t
1672,m
24675,e
17914,m
7791,t
20750,e
21835,t
3825,m
17532,m
12634,t
8874,b
238,m
5596,e
15790,e
6070,b
10507,t
18816,b
16612,m
8729,m
15211,e
11868,m
340,e
24917,m
16276,m
8733,m
24182,t
7992,m
11560,e
419,m
9367,e
925,m
8919,m
13260,e
21440,t
19312,e
8799,t
12220,t
23847,m
17415,t
10356,t
8881,e
18844,b
7904,e
4012,t
5355,m
11388,m
20159,m
2218,m
6014,e
14382,m
2782,e
22572,b
21351,t
20776,t
3780,t
5353,b
14974,m
20628,b
22131,t
6518,m
15908,b
4617,m
22167,m
2497,m
6107,e
6345,m
14093,m
3066,b
9402,m
21538,e
19536,b
110,t
12472,t
14120,e
6997,e
21814,m
23425,b
9528,e
24246,b
19081,b
3709,e
10230,b
9717,m
15246,t
21253,m
9005,e
2162,e
9802,m
2804,m
23489,t
19345,m
779,t
18754,t
22242,e
9101,e
15880,m
11243,m
3694,m
18026,m
17466,m
9611,b
19474,m
5272,e
15015,b
3070,e
20132,b
22473,e
786,t
14795,e
356,b
24069,e
10953,m
15152,e
22348,b
14996,b
7166,e
5917,m
4888,t
1202,e
18236,b
12319,t
13901,m
7456,m
16667,b
17214,m
22822,t
13495,b
9639,m
2554,m
14494,t
23604,b
33,m
10735,e
6914,e
12207,b
10169,t
13094,m
4160,e
2220,b
23430,e
12362,b
14931,b
6049,b
18371,t
22854,e
14133,b
4848,m
13510,b
7289,t
23418,b
612,b
3160,m
19130,t
15765,t
7236,m
3988,t
800,m
9358,m
9778,b
4758,m
8567,m
4919,e
23033,t
3787,m
5981,b
18752,t
2204,m
6445,e
22113,b
7873,t
12430,b
8468,t
24154,e
12136,m
1813,e
17108,m
22503,b
15151,t
5727,e
15226,m
19787,b
20343,t
4411,m
12606,e
20082,t
18550,e
15728,b
2763,t
827,b
11995,e
15412,b
20002,e
497,m
16127,e
23387,e
24504,b
15355,b
7179,e
8267,e
21445,e
2634,e
21993,e
24955,b
22790,e
5031,e
13701,t
1016,m
18198,e
7245,b
17252,e
21120,t
3012,e
6838,t
5301,e
20049,e
20055,b
9679,t
4817,m
6802,b
16508,t
20243,b
2669,b
16811,b
6365,t
1876,e
20827,m
6177,e
21606,b
22141,m
16851,m
24772,m
12498,t
1534,m
20899,m
15219,b
20681,t
3194,t
9951,e
21578,b
11198,b
4211,b
22143,e
9602,e
9638,m
12437,b
7008,m
11161,t
20905,m
8668,m
3114,t
16274,b
4591,b
20982,m
14226,m
24742,t
11010,t
6944,b
19175,m
24586,b
216,m
11888,e
24781,t
2854,e
9616,e
14304,e
351,e
8778,m
10440,b
24707,m
7680,m
12306,b
17287,b
20773,m
11975,b
23004,b
8360,e
11517,b
5718,b
14951,m
4054,m
18868,e
15422,m
3216,b
20296,t
24125,e
20115,b
8290,b
16611,b
16785,m
15437,m
19961,b
14914,t
15129,e
17084,e
3257,b
1216,b
23724,e
6739,m
23223,b
19681,m
7278,t
23579,b
12151,b
13790,t
23613,b
2427,m
23047,e
16748,b
8947,b
22419,t
19323,m
4641,e
179,m
3010,m
14886,b
24312,m
23245,e
6879,b
14847,e
5777,m
10493,b
7825,m
7144,t
4392,m
1080,m
7262,e
19824,t
2953,b
13231,t
11156,b
11658,e
23414,e
18560,e
13884,m
22552,m
11741,t
23108,m
10693,t
14473,e
2789,b
13719,t
7163,t
3853,e
18442,t
22882,t
11716,m
20643,t
20815,b
22721,t
9568,m
13480,e
1519,t
4281,t
24133,b
11514,b
9646,t
22226,e
23703,t
7613,e
4707,e
2742,b
21081,b
23773,m
24011,m
22057,t
13262,m
11417,t
4255,b
12710,e
16369,b
19792,e
21079,t
27,b
15622,b
5002,e
24990,m
12149,m
7462,b
17195,b
18718,e
19885,m
21198,m
16298,b
17173,t
18356,e
20235,t
2025,b
24117,b
17416,m
9478,b
4323,b
1114,e
24176,m
13667,e
15473,m
15140,t
10773,b
14469,t
6762,t
175,e
14568,b
20438,b
23785,e
20366,e
6421,b
14020,e
10562,t
4169,m
22677,e
13673,t
12987,e
16093,b
14026,t
2414,b
3511,e
15087,m
22073,e
12652,e
23476,m
1786,e
20062,m
23904,b
17037,m
20271,b
17131,t
7233,b
11281,t
15892,e
12655,b
385,b
18039,m
12567,m
18828,t
14778,b
1050,m
23152,t
24913,t
5574,m
24856,t
5576,e
8869,e
21786,m
20751,b
23762,m
3606,e
9894,m
8182,e
16226,t
18529,e
6619,b
6054,m
22029,t
7576,e
22682,m
15872,t
18517,e
12915,m
1074,m
22021,b
19817,e
4294,m
12108,b
4154,m
6093,b
16837,b
3074,e
24944,t
9762,t
15184,t
7685,b
22627,t
15287,t
15105,m
20167,e
10097,b
19768,e
2574,e
353,t
20700,t
15061,e
8118,e
19581,t
1787,e
1717,m
7280,m
14322,b
22050,e
23098,e
15147,b
23572,t
17431,b
1467,e
23721,m
23772,b
2231,b
21427,t
17707,t
3888,m
13745,b
3889,e
19993,e
13580,e
16545,e
3520,m
21309,b
13334,b
23795,b
9565,b
4643,e
17070,t
12934,m
20168,t
1864,b
6235,t
19136,m
11262,b
23698,e
7565,t
7494,b
12711,b
17981,t
20772,m
5825,m
7378,t
20817,e
6407,b
6983,e
21132,b
4970,e
7049,e
17560,e
21047,b
14405,m
14404,m
2922,e
5170,t
17956,e
5060,e
23990,e
18789,m
7224,e
6037,t
11592,m
9864,m
7566,m
20611,e
24295,t
21643,t
1397,t
23587,t
17240,t
4489,e
20112,t
12590,e
20001,e
24122,b
862,e
1162,e
6022,t
20502,m
13303,t
19383,b
14283,m
21670,b
6721,b
14129,t
12927,e
6288,e
4684,m
23857,t
19656,m
13604,e
4106,e
22759,m
8851,m
5095,t
3560,t
5975,t
24988,t
8327,t
19304,b
14090,b
10891,m
1440,t
6752,e
9445,m
8197,b
23325,t
7314,t
23608,e
24605,t
3530,t
16390,m
12255,b
2334,t
13914,b
12054,b
22213,e
9937,e
13564,t
16843,m
23684,t
10201,b
11231,b
22771,t
21063,b
13276,m
7985,b
2412,e
9917,m
20621,e
1884,e
13363,m
9943,m
12377,m
4570,b
8033,t
24687,m
15448,e
10587,b
16364,t
17393,b
10977,m
6902,b
10465,m
14370,b
15006,b
21733,t
22182,t
17760,e
5603,t
14517,t
10181,b
19111,b
18225,b
18577,t
12880,e
9229,t
14745,m
2739,e
5372,b
20955,e
21324,m
17675,e
21505,b
24263,t
10424,b
17518,t
24765,e
6815,t
12074,t
608,e
2823,t
21216,m
17921,b
10153,m
4462,t
2688,e
293,b
24924,t
7697,m
21213,e
23193,t
5887,m
6793,b
6895,b
5157,m
23270,b
23859,b
19965,m
11849,e
18287,b
2766,m
18189,e
10482,t
11114,e
13629,m
21935,b
4148,e
22794,b
10709,e
13466,m
17739,e
8200,e
12678,t
12942,m
15148,b
8787,b
19493,m
18467,b
4672,t
16107,b
10824,b
13389,m
2732,m
11664,m
9954,m
7123,e
1425,t
15026,b
12215,e
4020,t
11405,m
4212,e
17235,t
13441,b
22621,m
9594,t
17272,m
727,b
864,m
15217,b
5962,m
13118,b
15762,e
6189,t
22491,m
11406,e
4336,b
13198,e
23775,b
11190,t
12002,e
16345,m
3042,t
10724,e
5086,e
19863,m
3693,b
11239,m
167,b
22369,b
22439,b
14900,e
17853,t
7507,m
6226,t
24745,t
9849,t
15293,b
2760,b
6344,b
8228,t
18516,t
13384,m
16264,e
13780,t
16630,b
3909,b
9980,e
7034,m
24244,e
20471,b
16454,m
18759,b
22531,m
14541,t
20085,m
8411,e
22648,t
9096,m
2965,e
19357,e
10281,t
19260,b
9682,m
2112,b
19195,e
14385,b
1139,b
4188,b
22238,e
12565,e
21430,e
20306,t
23588,m
12349,t
17135,e
5458,b
6264,m
1861,t
8923,t
13427,b
12000,m
23908,b
7225,b
6067,t
14855,t
13512,m
7608,b
11629,t
21543,m
11809,b
11002,e
3994,e
7370,t
22210,b
16282,t
23886,b
16404,m
18798,b
15909,e
10789,e
22415,t
16158,e
7871,m
3633,b
18014,e
8835,m
6329,b
7659,e
23168,t
8428,b
20284,b
8448,t
20152,t
6393,t
12571,e
4772,m
12948,m
7770,m
20627,e
2596,b
15034,e
6735,t
2798,t
23087,m
8126,b
20864,t
5105,e
19229,b
15814,m
13504,t
18439,m
1306,b
5262,b
4536,b
18348,t
22266,t
1958,m
20739,b
9617,m
9984,t
8637,e
16677,e
1244,b
21658,e
18493,e
11660,e
8815,e
2267,b
1776,m
24588,t
18430,b
20588,t
23741,e
4109,m
14955,t
11544,e
18689,e
19499,t
14328,m
23611,b
24763,m
10141,b
967,t
1493,b
24555,m
24620,t
17097,t
15929,m
2223,e
6728,t
18595,t
3614,m
10385,t
9037,b
11251,b
23143,m
117,b
4875,t
13008,m
4488,b
12408,m
24350,b
21800,m
671,e
10378,t
18746,b
8073,t
12210,m
19757,e
2846,e
19440,t
2448,t
7444,e
18778,b
14172,m
13354,m
10650,e
9250,e
20374,b
15779,t
15142,e
1155,b
1243,e
20755,e
4291,t
12445,t
22596,m
16521,b
10111,m
12685,e
19243,m
15568,e
13034,m
7995,b
761,m
8601,m
13606,b
11020,e
6494,m
22135,e
21738,e
17954,b
22265,m
3406,b
10264,m
8256,t
20005,m
24560,t
995,t
4783,m
16990,b
370,e
9420,e
11305,b
406,b
422,b
13336,e
9626,e
7432,e
18362,m
20894,t
18139,b
6284,t
171,m
14439,b
4218,t
9851,b
23254,t
20050,e
22414,t
18201,b
7856,e
13691,m
22613,t
2639,t
2,e
20647,m
14479,t
14249,e
3362,m
14058,e
17420,t
10055,m
9506,m
4365,b
1005,e
4244,m
17851,t
1892,t
24573,t
18490,m
5765,m
23531,t
16410,m
9211,b
22030,e
15136,e
5256,e
5989,b
9279,t
16689,b
19276,b
11295,m
24730,t
14234,b
16867,m
10862,t
10666,m
2527,e
16980,b
3325,e
792,e
12539,t
13892,t
24852,m
10162,b
16628,m
8064,b
3796,t
1299,m
2101,e
18165,t
18110,b
10661,e
2817,b
4952,t
12730,e
896,t
13654,b
20814,b
2330,m
1281,e
1647,b
13242,e
18285,t
19879,e
19881,m
14491,b
16157,b
7072,t
18849,b
10695,t
15692,t
9659,m
19020,b
24627,b
17978,t
310,m
23374,t
14136,m
4369,e
19448,b
5461,b
7836,t
10225,b
6253,b
17570,e
19003,e
22844,b
15138,m
3870,b
5204,t
3501,e
13471,m
21172,e
5364,e
14881,b
15295,b
15975,e
18652,t
5647,t
3799,b
22188,t
20493,m
8654,b
20796,m
18118,m
413,b
15242,e
21449,t
17358,t
7316,m
7371,e
2295,b
16992,t
1718,e
20261,m
18799,e
5495,e
18234,m
15413,m
4528,m
9782,e
18885,t
16796,m
1001,t
22709,m
865,t
1555,e
20545,b
1110,t
22363,b
10219,t
8060,e
601,b
23348,t
11998,m
582,t
14658,t
22608,e
20538,b
24445,b
17823,t
7945,t
21470,t
7496,b
3645,t
24680,t
18659,b
12538,t
1901,b
14105,b
11401,b
2261,b
4423,e
10660,m
934,b
18653,b
8998,m
20805,e
12580,t
21837,m
571,b
23302,m
16533,m
1118,e
1256,m
15826,m
2398,e
24221,m
698,m
15165,b
3733,t
13465,m
2911,e
14290,t
13840,e
10541,e
21424,e
14451,e
8664,m
24317,b
22421,b
24688,m
18456,b
643,b
21769,e
9591,m
14518,m
3814,t
14782,m
19908,e
14963,b
12726,b
23606,m
10838,m
10433,b
12422,t
21215,m
15088,t
15916,m
18743,t
6198,t
2660,m
674,m
18197,b
3336,b
10763,t
21666,b
23792,m
6000,t
23184,t
16259,e
13743,b
537,t
3577,b
6534,t
8820,e
15747,e
21648,b
9558,e
4098,m
21713,t
16982,m
5751,e
14354,m
2253,m
23352,m
16103,e
11703,b
14436,t
20742,t
2325,m
12182,m
20133,b
2040,t
19416,b
10312,e
1629,e
22196,b
17382,m
20983,m
18111,b
157,m
16308,b
19573,m
16673,m
308,m
15861,t
6223,m
16996,b
13576,b
16490,e
13490,t
19671,t
12963,b
17947,m
6821,b
4101,e
4162,e
21006,b
18686,m
21291,m
557,t
3203,b
13445,b
18474,m
24073,e
20746,m
23575,t
1316,t
8404,b
5913,e
4277,e
16511,t
10243,m
23539,t
12954,m
15815,b
971,e
5583,m
12907,m
8433,t
2745,b
3277,m
15627,t
20918,b
18983,e
15783,e
6466,e
7098,m
17045,b
21861,b
21500,e
3431,t
21720,m
18297,b
21966,m
838,e
9647,e
16633,b
7087,t
5573,b
4341,b
12473,t
19951,e
16783,t
12792,b
20646,b
2836,t
10946,m
12928,t
11945,b
1350,t
12875,e
951,e
15781,t
17545,e
13658,e
20116,b
7460,e
16469,t
24956,t
13402,m
21917,t
15122,b
16030,m
16870,e
24187,t
145,b
1673,e
16253,e
16388,e
8090,e
13919,m
4419,t
14268,m
4410,b
9721,t
1785,b
20297,m
3765,b
15813,b
5449,t
14055,e
4037,t
21794,e
13084,e
8255,t
3213,t
8847,b
24415,m
4801,b
23831,e
6839,t
8026,e
8875,e
19333,m
9640,e
1774,e
4645,b
11507,b
12564,m
15411,t
9801,m
5561,b
20762,e
9350,t
72,m
24563,b
21061,t
7579,m
17693,b
4768,e
2610,t
13716,t
12260,e
13035,b
17369,e
24147,m
16412,b
5557,t
10480,t
615,m
14279,m
5700,b
22514,m
21051,t
7665,e
16955,t
20452,m
13733,m
23574,b
8379,b
6949,e
11632,t
9228,b
15281,t
4445,t
11382,e
19180,b
21464,b
21353,e
13499,m
14588,t
3632,m
12802,t
3208,e
14046,t
11185,b
17656,e
10036,m
4636,m
4461,e
4011,m
22694,b
6517,e
19475,b
11413,m
22233,t
17345,m
11775,b
19314,t
9697,t
6033,e
1736,m
7027,m
14850,t
3497,e
9593,m
7573,e
13192,t
4556,b
11922,e
16017,m
6973,b
7018,m
11833,m
18403,t
2348,b
18073,t
24124,b
559,m
16928,t
16290,e
22165,t
567,b
4331,e
16970,m
15100,m
19375,t
6569,t
8441,m
4144,e
19466,b
7988,e
23158,t
13325,b
853,t
11476,t
6835,t
20488,b
5340,m
6115,t
8409,t
11650,b
21075,e
23458,m
14787,m
22297,b
3072,e
3416,e
20717,t
20,e
20470,t
15099,e
12267,e
15359,b
2441,m
3311,e
1826,t
24968,t
2946,e
6562,b
15708,b
24697,t
8004,e
6427,e
19485,t
18235,b
17917,e
2535,e
14032,e
7521,b
21703,m
24641,e
8484,e
24018,e
267,e
14941,b
60,t
18684,t
12835,t
20957,e
11754,m
8853,t
13826,t
15835,b
20392,t
21318,b
24228,e
16105,b
8166,m
6222,b
15344,e
21260,t
7539,e
7607,m
24967,e
13225,e
13088,t
20442,t
2974,b
24120,m
21344,b
4520,b
1926,e
23757,t
18820,t
23237,e
3534,m
5483,b
4732,b
3162,e
812,b
2727,t
20927,b
24056,b
15171,b
3660,t
4104,b
19727,m
19247,b
17223,b
18164,e
19454,e
8785,m
4105,e
8125,t
1573,m
20580,e
5817,t
3453,e
19611,t
7118,b
17351,t
24816,m
16520,m
8639,m
10682,t
17024,e
6130,e
22407,b
652,e
16602,e
2086,e
1777,b
13520,e
14209,e
21480,b
13277,m
4850,t
20177,e
1093,e
4883,b
13048,m
1991,t
21145,b
21005,m
23287,m
16326,b
1516,b
3422,m
17633,e
22643,m
23200,m
9628,b
8435,e
5586,b
5038,t
8914,e
18459,t
1045,b
7996,e
19118,e
16070,m
9027,b
22278,t
2872,b
7549,e
1492,b
11200,b
16775,m
18553,m
1839,t
19616,e
1151,b
22960,t
8503,b
21201,b
22009,e
16583,b
24554,m
11125,m
713,b
4035,b
3328,b
209,m
10654,t
9501,m
688,m
20328,m
24408,e
21684,b
24553,e
23139,b
7650,b
19783,m
4778,m
20607,e
24082,b
20480,b
15112,b
11072,t
24372,t
24589,e
22813,b
4804,t
14424,m
20492,e
1197,b
19804,e
19659,e
22828,e
20724,m
8155,b
7505,b
3207,m
23364,b
10805,b
19614,t
5241,b
11765,t
4176,m
9904,m
19492,t
4448,m
19002,e
17894,t
1341,e
23631,e
10212,m
11489,e
5140,b
4602,t
19896,t
10149,m
23066,t
14387,e
11367,e
19265,e
16733,b
9451,t
14867,e
16817,e
6551,t
11396,e
4429,e
3464,t
10338,e
10581,b
18051,b
3984,b
3226,t
17198,b
10639,e
10715,m
17539,b
23343,e
12996,b
23201,t
20767,b
12603,m
18635,b
11033,e
11332,b
17326,m
2331,b
2157,m
796,e
11108,t
22062,b
17805,m
21504,e
22240,m
8594,m
7135,t
6861,e
379,m
18750,b
16016,e
543,t
23952,e
13934,m
1782,m
17538,m
8995,b
2486,t
13897,m
2850,b
20668,b
24,m
4259,b
10768,b
872,e
12955,t
4395,m
19322,t
15894,t
6073,b
14291,t
10420,t
24274,m
19504,b
5503,t
4491,t
7838,t
15855,m
13954,e
7768,m
20942,m
3968,b
7096,e
9825,e
23930,m
19777,b
15777,e
7677,b
13126,t
2429,t
12985,e
21385,t
4767,m
9242,e
7642,t
4709,e
12091,t
5029,t
4899,e
5941,t
24467,b
24072,b
9620,m
5131,e
17919,e
24987,b
292,e
17180,b
10699,b
11701,t
23738,t
4097,m
10829,m
1191,t
1962,b
12970,m
2199,b
23180,t
3182,b
2306,e
14646,t
215,m
14495,m
13829,t
16800,e
5210,b
23092,b
3593,t
4633,m
11392,e
5957,e
19618,m
8709,b
9214,m
9408,b
18367,e
687,m
16178,e
4126,t
12069,t
7318,b
22914,m
4288,b
24936,m
10931,b
22516,e
20098,b
3127,e
4797,m
21641,m
20836,b
7176,b
21090,b
4941,m
17634,m
24110,b
4075,t
3498,m
16166,e
4753,t
24003,b
4983,t
14555,e
13548,m
12468,m
3872,m
5472,e
19635,e
10800,m
6966,b
20357,t
22594,b
2453,e
9080,m
20226,e
23635,b
20281,m
18296,m
8013,t
6123,e
9016,b
23038,e
20782,t
2785,m
5611,e
20466,m
24795,m
3307,b
14521,b
9025,m
23479,b
15805,b
7464,b
4344,e
15919,e
9508,e
20242,m
11963,b
6827,m
4940,e
11461,m
20858,t
14680,e
24577,t
5030,m
4760,e
17876,e
13130,e
11702,e
5418,e
17170,e
11707,e
6903,m
12632,b
12906,e
7358,m
18756,e
24946,e
17689,e
6454,t
9156,m
9853,m
7902,m
8723,b
9631,b
7948,e
10172,m
20766,e
7384,m
21371,t
6661,t
16250,b
17159,b
6804,t
23366,t
14101,t
2075,b
10779,b
22871,e
17160,t
3029,e
15315,e
2897,b
16041,t
3823,t
13873,e
8624,b
741,m
1128,b
23911,b
21128,m
22494,m
24825,b
20707,m
5358,m
13284,e
22517,b
15883,t
19960,m
17307,e
21854,b
13916,t
14731,t
10930,m
4955,b
7729,m
16510,b
12153,b
16263,b
8085,e
12547,b
21805,t
10060,e
10593,t
4016,m
10246,t
12978,m
14501,e
1681,e
22901,e
9735,b
22888,m
8760,t
18613,m
2238,m
6976,e
20225,t
17253,m
11584,t
2638,e
64,b
14520,t
16048,e
10719,m
684,b
5326,t
5254,e
6447,e
5532,b
6809,b
18,b
13314,t
5415,m
18705,b
17437,b
3442,e
9444,m
7990,m
7923,e
15903,b
17152,b
8372,t
11163,t
2958,m
23256,b
22341,b
21243,t
12406,e
4934,m
17792,t
9648,b
20908,e
14797,e
3885,b
22217,t
17662,e
18262,b
6304,e
16631,e
11258,t
9034,b
20198,m
5211,b
22183,e
11192,e
21915,t
15079,e
7290,m
16448,t
24802,t
8218,b
12768,t
20303,t
17906,b
14223,b
223,e
1242,e
24047,e
8772,t
19393,e
18299,t
21070,e
14906,b
7287,t
11681,m
13896,t
15917,m
12940,m
6233,m
12645,e
3596,t
13846,b
17588,b
20424,b
16494,m
12034,b
17376,t
8427,t
23111,m
8695,e
5990,b
524,b
18670,t
9718,m
16790,m
14502,m
23546,m
7833,e
8811,e
3945,b
13353,b
6977,t
4522,e
6028,b
4316,m
17860,t
6042,b
17619,b
18719,m
4678,e
389,e
22454,m
24215,b
21034,t
18632,m
20111,e
5242,t
11878,b
20481,t
9598,t
20794,b
1147,b
21388,b
8475,t
1699,e
15427,e
24966,b
17054,b
17682,b
7201,m
18552,b
22102,m
21928,t
23869,b
16056,t
4870,e
11349,t
20824,e
1548,t
16746,t
23510,e
15913,m
22502,b
940,m
24991,b
11535,t
7151,e
22967,t
19041,b
6013,m
22930,b
11838,e
2452,e
5755,m
4309,e
2917,t
24746,b
9288,t
24024,t
24801,b
17858,m
2294,b
19360,t
17810,e
2552,b
13174,e
17143,m
16663,t
16951,b
1637,e
14294,b
16401,e
6249,t
5880,e
9784,t
12521,t
4963,e
17863,b
9889,e
19365,m
22918,m
3517,e
12749,e
10463,m
8899,e
5172,e
23553,m
11484,m
23530,e
22826,e
9553,m
3370,m
5191,b
24107,t
11111,b
23024,b
9262,t
1821,m
2543,e
9893,e
18204,b
24043,t
17768,e
76,b
10430,e
4885,t
18822,e
12977,t
12806,b
16976,t
1421,b
11037,m
23562,m
23449,t
12739,e
7475,b
560,m
3832,b
21205,m
781,t
11421,e
3724,t
18664,m
19595,m
17618,m
15263,t
17212,t
19750,m
11477,t
205,m
3801,e
832,b
14153,t
18134,e
6613,t
23054,t
22920,e
10103,m
12525,t
21314,m
789,t
14060,b
4630,m
21762,t
2491,t
19105,b
9353,m
